objectid,filename,title,creator,date,description,publisher,subject,subject_2,yontem,period,important_names,important_institutions,place_of_birth,latitude,longitude,veriyi_giren,format
hatirat_0526,Atatürk'ten Hatıralar,Atatürk'ten Hatıralar,Celal Bayar,1955,Atatürk'ten Hatıralar,Sel Yay.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik/Biyografik Anlatılar,Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;Celal Bayar;Diğer Cumhuriyet dönemi liderleri,Türkiye Cumhuriyeti Hükümeti;Cumhuriyet Halk Partisi;Türkiye Büyük Millet Meclisi,Bursa,40.197222,29.062222,Gizem Muslukcu,text
hatirat_0527,"Ben de Yazdım (Milli Mücadele'ye Giriş), c. I-III","Ben de Yazdım (Milli Mücadele'ye Giriş), c. I-III",Celal Bayar,1966,"Ben de Yazdım (Milli Mücadele'ye Giriş), c. I-III",Baha Matb.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;Celal Bayar;İsmet İnönü;Kazım Karabekir;Diğer Milli Mücadele liderleri,Türkiye Büyük Millet Meclisi;Anadolu ve Rumeli Müdafaa-i Hukuk Cemiyeti;Cumhuriyet Halk Partisi,Bursa,40.197222,29.062222,Gizem Muslukcu,text
hatirat_0528,"Ben de Yazdım (Milli Mücadele'ye Giriş), c. I-III","Ben de Yazdım (Milli Mücadele'ye Giriş), c. I-III",Celal Bayar,1966,"Ben de Yazdım (Milli Mücadele'ye Giriş), c. I-III",Baha Matb.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;Celal Bayar;İsmet İnönü;Kazım Karabekir;Diğer Milli Mücadele liderleri,Türkiye Büyük Millet Meclisi;Anadolu ve Rumeli Müdafaa-i Hukuk Cemiyeti;Cumhuriyet Halk Partisi,Bursa,40.197222,29.062222,Gizem Muslukcu,text
hatirat_0529,"Ben de Yazdım (Milli Mücadele'ye Giriş), c. V","Ben de Yazdım (Milli Mücadele'ye Giriş), c. V",Celal Bayar,1967,"Ben de Yazdım (Milli Mücadele'ye Giriş), c. V",Baha Matb.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;Celal Bayar;İsmet İnönü;Kazım Karabekir;Diğer Milli Mücadele liderleri,Türkiye Büyük Millet Meclisi;Anadolu ve Rumeli Müdafaa-i Hukuk Cemiyeti;Cumhuriyet Halk Partisi,Bursa,40.197222,29.062222,Gizem Muslukcu,text
hatirat_0530,"Ben de Yazdım (Milli Mücadele'ye Giriş), c. VI","Ben de Yazdım (Milli Mücadele'ye Giriş), c. VI",Celal Bayar,1968,"Ben de Yazdım (Milli Mücadele'ye Giriş), c. VI",Baha Matb.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;Celal Bayar;İsmet İnönü;Kazım Karabekir;Diğer Milli Mücadele liderleri,Türkiye Büyük Millet Meclisi;Anadolu ve Rumeli Müdafaa-i Hukuk Cemiyeti;Cumhuriyet Halk Partisi,Bursa,40.197222,29.062222,Gizem Muslukcu,text
hatirat_0531,"Ben de Yazdım (Milli Mücadele'ye Giriş), c. VII","Ben de Yazdım (Milli Mücadele'ye Giriş), c. VII",Celal Bayar,1969,"Ben de Yazdım (Milli Mücadele'ye Giriş), c. VII",Baha Matb.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;Celal Bayar;İsmet İnönü;Kazım Karabekir;Diğer Milli Mücadele liderleri,Türkiye Büyük Millet Meclisi;Anadolu ve Rumeli Müdafaa-i Hukuk Cemiyeti;Cumhuriyet Halk Partisi,Bursa,40.197222,29.062222,Gizem Muslukcu,text
hatirat_0532,"Ben de Yazdım (Milli Mücadele'ye Giriş), c. VIII","Ben de Yazdım (Milli Mücadele'ye Giriş), c. VIII",Celal Bayar,1972,"Ben de Yazdım (Milli Mücadele'ye Giriş), c. VIII",Baha Matb.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;Celal Bayar;İsmet İnönü;Kazım Karabekir;Diğer Milli Mücadele liderleri,Türkiye Büyük Millet Meclisi;Anadolu ve Rumeli Müdafaa-i Hukuk Cemiyeti;Cumhuriyet Halk Partisi,Bursa,40.197222,29.062222,Gizem Muslukcu,text
hatirat_0533,Celal Bayar'ın Hayatında Ölümle On Randevu,Celal Bayar'ın Hayatında Ölümle On Randevu,İsmet Bozdağ,1986,Celal Bayar'ın Hayatında Ölümle On Randevu,Tercüman,,Savaş hatıratları,,,,,Bursa,,,Gizem Muslukcu,text
hatirat_0534,Türkiye Büyük Millet Meclisi,Türkiye Büyük Millet Meclisi,,1985,Türkiye Büyük Millet Meclisi,BTTD,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0535,Mustafa Kemal'in İstanbul Emniyet Müdürüydüm,Mustafa Kemal'in İstanbul Emniyet Müdürüydüm,Ekrem Baydar,1971,Mustafa Kemal'in İstanbul Emniyet Müdürüydüm,Cumhuriyet,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;Ekrem Baydar;Dönemin diğer emniyet ve devlet yetkilileri,Türkiye Büyük Millet Meclisi,İstanbul,41.013611,28.955,Gizem Muslukcu,text
hatirat_0536,Mustafa Kemal'in Gili Teşkilatını Ben İdarese Ediyordum,Mustafa Kemal'in Gili Teşkilatını Ben İdarese Ediyordum,Ekrem Baydar,1970,Mustafa Kemal'in Gili Teşkilatını Ben İdarese Ediyordum,Cumhuriyet,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları;Otobiyografik/Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;Ekrem Baydar;Milli Mücadele'nin önemli isimleri,Gizli Teşkilatlar ve Direniş Örgütleri,İstanbul,41.013611,28.955,Gizem Muslukcu,text
hatirat_0537,Abdülmecit Efendi ve Sarayında Cereyan Eden Bazı Olaylar,Abdülmecit Efendi ve Sarayında Cereyan Eden Bazı Olaylar,İsmail Baykal,1963,Abdülmecit Efendi ve Sarayında Cereyan Eden Bazı Olaylar,YT,,Savaş hatıratları,,,,,İstanbul,41.075278,29.0275,Gizem Muslukcu,text
hatirat_0538,İstiklal Savaşı'nda Sakarya Meydan Muharebesi,İstiklal Savaşı'nda Sakarya Meydan Muharebesi,Hulusi Baykoç,1944,İstiklal Savaşı'nda Sakarya Meydan Muharebesi,Askeri Matb.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;İsmet İnönü;Fevzi Çakmak;Sakarya Meydan Muharebesi’nin diğer komutanları,Türk Ordusu;Türkiye Büyük Millet Meclisi (TBMM),,,,Gizem Muslukcu,text
hatirat_0539,İnebolu Bombardımanı,İnebolu Bombardımanı,Mevlüt Baysal,1962,İnebolu Bombardımanı,1T,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0540,Milli Mücadele Yolunda,Milli Mücadele Yolunda,,1962,Milli Mücadele Yolunda,YT,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0541,Mustafa Kemal'i İlk Görüş,Mustafa Kemal'i İlk Görüş,,1962,Mustafa Kemal'i İlk Görüş,1T,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0542,Sivas'ta Geçen Günler,Sivas'ta Geçen Günler,,1962,Sivas'ta Geçen Günler,JT,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0543,Hacın'ın Zabtı,Hacın'ın Zabtı,Süleyman Vehbi Baytok,1961,Hacın'ın Zabtı,KM,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0544,Hatıralar,Hatıralar,Refet Bele,,Hatıralar,ATAŞE Arş.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,,,,,Selanik,40.632484,22.941041,Gizem Muslukcu,text
hatirat_0545,"Askeri, Sosyal, Siyasi Yönleriyle Türk Kurtuluş Savaşı","Askeri, Sosyal, Siyasi Yönleriyle Türk Kurtuluş Savaşı",Fahri Belen,1983,"Askeri, Sosyal, Siyasi Yönleriyle Türk Kurtuluş Savaşı",Kültür ve Turizm Bak. Yay.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;İsmet İnönü;Fevzi Çakmak;Kazım Karabekir,Türkiye Büyük Millet Meclisi (TBMM);Türk Ordusu;Müdafaa-i Hukuk Cemiyeti,Bolu,40.679167,31.558333,Gizem Muslukcu,text
hatirat_0546,Atatürk Orduları Selam Sana,Atatürk Orduları Selam Sana,Fahri Belen,1976,Atatürk Orduları Selam Sana,KMD,,Savaş hatıratları,,,,,Bolu,40.679167,31.558333,Gizem Muslukcu,text
hatirat_0547,Büyük Türk Zaferi (Afyon'dan İzmir'e İstiklal Harbi Hatıraları),Büyük Türk Zaferi (Afyon'dan İzmir'e İstiklal Harbi Hatıraları),Fahri Belen,1962,Büyük Türk Zaferi (Afyon'dan İzmir'e İstiklal Harbi Hatıraları),Doğuş Matb.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;İsmet İnönü;Fahrettin Altay,Türk Ordusu;Türkiye Büyük Millet Meclisi (TBMM),Bolu,40.679167,31.558333,Gizem Muslukcu,text
hatirat_0548,Kurtuluş Savaşımız,Kurtuluş Savaşımız,Fahri Belen,,Kurtuluş Savaşımız,TKS (BTTD Yay.),Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;İsmet İnönü;Fevzi Çakmak;Kazım Karabekir,Türkiye Büyük Millet Meclisi (TBMM);Türk Ordusu,Bolu,40.679167,31.558333,Gizem Muslukcu,text
hatirat_0549,Notes et Reflexions sur la Turquie,Notes et Reflexions sur la Turquie,C.G. Bell,1920,Notes et Reflexions sur la Turquie,Librairie des Sciences Politiques et Sociales,,Savaş hatıratları,,Osmanlı Dönemi (19. yy sonu - 1918),Mustafa Kemal Atatürk;Osmanlı İmparatorluğu'nun son hükümdarları;Türk ve İngiliz diplomatları,Türkiye Cumhuriyeti;Osmanlı İmparatorluğu'nun son dönemi yönetimi,Bolu,,,Gizem Muslukcu,text
hatirat_0550,Witness,Witness,John Godolphin Bennett,1962,Witness,Hodder-Stoughton,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları;Otobiyografik/Biyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;İngiliz diplomatları;Türk siyasetçileri,Türkiye Cumhuriyeti;Türk hükümeti ve diplomatik temsilcilikler,,51.507222,-0.1275,Gizem Muslukcu,text
hatirat_0551,Unutulmuş Günler,Unutulmuş Günler,Süreyya Sami Berkem,1960,Unutulmuş Günler,Hilmi Kitabevi,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Erken Cumhuriyet (1923-1938);Cumhuriyet Dönemi,Mustafa Kemal Atatürk;Dönemin aydınları ve sanatçılar,Türkiye Cumhuriyeti;Türk edebiyatı ve kültürel kurumlar,Londra,41.013611,28.955,Gizem Muslukcu,text
hatirat_0552,Kurtuluş Savaşı Anıları,Kurtuluş Savaşı Anıları,Nuri Berkoz,,Kurtuluş Savaşı Anıları,TKS (BTTD Yay.),Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923),,,İstanbul,41.191944,47.170556,Gizem Muslukcu,text
hatirat_0553,Les Armee Français en Orient Apre l'Armistice de 1918,Les Armee Français en Orient Apre l'Armistice de 1918,Jean Bernachot,1970,Les Armee Français en Orient Apre l'Armistice de 1918,Imprimerie Nationale,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,I. Dünya Savaşı (1914-1918),Fransız ve Osmanlı askeri liderleri;Mustafa Kemal Atatürk;Dönemin Fransız komutanları,Fransız Ordusu;Osmanlı İmparatorluğu ordusu,"Shaki, Azerbaijan",,,Gizem Muslukcu,text
hatirat_0554,İstiklal Harbinde Türk Bahriyesi,İstiklal Harbinde Türk Bahriyesi,Saim Besbelli,1957,İstiklal Harbinde Türk Bahriyesi,HMGD,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0555,İstiklal Savaşında 135. Alay,İstiklal Savaşında 135. Alay,Sabri Beşe,1945,İstiklal Savaşında 135. Alay,,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;Alay komutanları ve askerleri,Türk Ordusu;Türkiye Büyük Millet Meclisi (TBMM),Aksaray,38.374167,34.028889,Gizem Muslukcu,text
hatirat_0556,"Çocukluğum, Gençliğim, Siyasi-Edebi Hatıralarım","Çocukluğum, Gençliğim, Siyasi-Edebi Hatıralarım",Yahya Kemal Beyatlı,1973,"Çocukluğum, Gençliğim, Siyasi-Edebi Hatıralarım",Baha Matb.,Edebiyat Hatıratları,Savaş hatıratları,Otobiyografik/Biyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;II. Abdülhamid;Dönemin edebiyatçıları ve siyasetçileri,Osmanlı Meclisi;Cumhuriyet dönemi siyasi ve edebi çevreleri,Üsküp,41.995902,21.431449,Gizem Muslukcu,text
hatirat_0557,Yakınlarından Hatıralar,Yakınlarından Hatıralar,Tevfik Bıyıklıoğlu,1955,Yakınlarından Hatıralar,Sel Yay.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları;Otobiyografik/Biyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),Mustafa Kemal Atatürk;Yakın çevresindeki siyasi ve askeri liderler,Türkiye Büyük Millet Meclisi (TBMM);Cumhuriyet dönemi devlet kurumları,Çanakalle,40.146669,26.408610,Gizem Muslukcu,text
hatirat_0558,İnönü Zaferlerini İsmet Paşa mı Kazanmıştı?,İnönü Zaferlerini İsmet Paşa mı Kazanmıştı?,,1969,İnönü Zaferlerini İsmet Paşa mı Kazanmıştı?,HTM,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0559,"Trakya'da Milli Mücadele, c. I","Trakya'da Milli Mücadele, c. I",,1987,"Trakya'da Milli Mücadele, c. I",I.T.T.K. Bas.,,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;Trakya'daki yerel liderler ve mücadelenin öncülerinden olan isimler,Türkiye Büyük Millet Meclisi (TBMM);Trakya'daki yerel direniş örgütleri,,,,Gizem Muslukcu,text
hatirat_0560,Bir Kuva-yı Milliye Gazisinin Hatıralarından Gaziantep Mücadelesi,Bir Kuva-yı Milliye Gazisinin Hatıralarından Gaziantep Mücadelesi,,1976,Bir Kuva-yı Milliye Gazisinin Hatıralarından Gaziantep Mücadelesi,KMD,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0561,Atatürk'e Ait Hatıralar,Atatürk'e Ait Hatıralar,Bir Malul Gazi,1957,Atatürk'e Ait Hatıralar,HMGD,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0562,Türkiye Komünistleri,Türkiye Komünistleri,Bir Milliyetçi,1950,Türkiye Komünistleri,TS,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0563,Bizimkiler ve Azerbaycan,Bizimkiler ve Azerbaycan,Muhittin Birgen,1962,Bizimkiler ve Azerbaycan,YT,,Savaş hatıratları,,,,,İstanbul,41.013611,28.955,Gizem Muslukcu,text
hatirat_0564,Türk Ordusunun Azerbaycan'a Yardımı,Türk Ordusunun Azerbaycan'a Yardımı,,1962,Türk Ordusunun Azerbaycan'a Yardımı,YT II,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0565,Hep Atatürk'ün Yanında,Hep Atatürk'ün Yanında,Salih Cemil Bozok,1985,Hep Atatürk'ün Yanında,"Çağdaş Yay., Can Matb.",Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Otobiyografik/Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;Salih Bozok (Atatürk’ün yakın arkadaşlarından biri ve silah arkadaşı),Türkiye Büyük Millet Meclisi (TBMM);Cumhuriyet dönemi devlet kurumları,Selanik,40.632484,22.941041,Gizem Muslukcu,text
hatirat_0566,War Diary,War Diary,Mark Lambert Bristol,,War Diary,The National Archives,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,,,,,New Jersey,40.222196,-74.764481,Gizem Muslukcu,text
hatirat_0567,The Unveiled Ladies of Stamboul,The Unveiled Ladies of Stamboul,Demetra Vaka Brown,1923,The Unveiled Ladies of Stamboul,Houghton Mifflin Co.,,Savaş hatıratları,Günlük Biçimli Hatırat,Osmanlı Dönemi (19. yy sonu - 1918);Cumhuriyet Dönemi,Atatürk dönemi Türk liderleri;Osmanlı ve Cumhuriyet dönemi önemli figürleri,Osmanlı İmparatorluğu'nun son dönemindeki sosyal ve siyasi yapılar,Büyükada,40.857778,29.12,Gizem Muslukcu,text
hatirat_0568,"1918-1922, Yunan Ordusunun Seferleri","1918-1922, Yunan Ordusunun Seferleri",Bujak;İbrahim Kemal,1939,"1918-1922, Yunan Ordusunun Seferleri",Askeri Matb.,,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;Yunan ordusu komutanları;Türk direnişi ve Kurtuluş Savaşı liderleri,Türkiye Büyük Millet Meclisi (TBMM);Yunan Krallığı'nın askeri ve siyasi kurumları,,48.8567,2.3508,Gizem Muslukcu,text
hatirat_0569,Gazi'nin Dört Süvarisi,Gazi'nin Dört Süvarisi,Burhan Cahit,1932,Gazi'nin Dört Süvarisi,Kanaat Kütüphanesi,Edebiyat Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;Süvari Kılıç Ali Bey’in silah arkadaşları,Türkiye Büyük Millet Meclisi (TBMM);Türk ordusu ve Kurtuluş Savaşı'ndaki askeri birlikler,İstanbul,41.013611,28.955,Gizem Muslukcu,text
hatirat_0570,Field Marshal Sir Henry Wilson,Field Marshal Sir Henry Wilson,C.E. Calwell,1927,Field Marshal Sir Henry Wilson,Cassell Company Ltd.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik/Biyografik Anlatılar;Başarı Anlatıları,Osmanlı Dönemi (19. yy sonu - 1918),Field Marshal Sir Henry Wilson (İngiliz general ve asker);Birleşik Krallık askeri ve siyasi liderleri,İngiliz Ordusu;Birleşik Krallık'taki askeri okullar ve stratejik kurumlar,Londra,51.507351,-0.127696,Gizem Muslukcu,text
hatirat_0571,Birinci Dünya Harbinden Sonra İlk Milli Kuvvet Nasıl Kuruldu?,Birinci Dünya Harbinden Sonra İlk Milli Kuvvet Nasıl Kuruldu?,Fahri Can,1962,Birinci Dünya Harbinden Sonra İlk Milli Kuvvet Nasıl Kuruldu?,YT,,Savaş hatıratları,,,,,Yemen San'a,15.348333,44.206389,Gizem Muslukcu,text
hatirat_0572,Dr. Adnan Bey'i Anadolu'ya Nasıl Geçirdim?,Dr. Adnan Bey'i Anadolu'ya Nasıl Geçirdim?,Fahri Can,1955,Dr. Adnan Bey'i Anadolu'ya Nasıl Geçirdim?,DB,,Savaş hatıratları,,,,,Yemen San'a,15.348333,44.206389,Gizem Muslukcu,text
hatirat_0573,Gaziantep Müdafaasından Bir Sahife,Gaziantep Müdafaasından Bir Sahife,Fahri Can,1963,Gaziantep Müdafaasından Bir Sahife,YT,,Savaş hatıratları,,,,,Yemen San'a,15.348333,44.206389,Gizem Muslukcu,text
hatirat_0574,Gaziantep'in Kahramanı Kimdi?,Gaziantep'in Kahramanı Kimdi?,Fahri Can,1955,Gaziantep'in Kahramanı Kimdi?,DB,,Savaş hatıratları,,,,,Yemen San'a,15.348333,44.206389,Gizem Muslukcu,text
hatirat_0575,İtilafçı,İtilafçı,Fahri Can,1962,İtilafçı,YT,,Savaş hatıratları,,,,,Yemen San'a,15.348333,44.206389,Gizem Muslukcu,text
hatirat_0576,İzmir Suikasti Teşebbüsü ve Kara Kemal Bey,İzmir Suikasti Teşebbüsü ve Kara Kemal Bey,Fahri Can,1962,İzmir Suikasti Teşebbüsü ve Kara Kemal Bey,YT,,Savaş hatıratları,,,,,Yemen San'a,15.348333,44.206389,Gizem Muslukcu,text
hatirat_0577,Karakol Cemiyeti Nasıl Kurulmuştu?,Karakol Cemiyeti Nasıl Kurulmuştu?,Fahri Can,1963,Karakol Cemiyeti Nasıl Kurulmuştu?,YT,,Savaş hatıratları,,,,,Yemen San'a,15.348333,44.206389,Gizem Muslukcu,text
hatirat_0578,Kurmay Albay Bakkal Todori'nin Hikayesi,Kurmay Albay Bakkal Todori'nin Hikayesi,Fahri Can,1962,Kurmay Albay Bakkal Todori'nin Hikayesi,YT,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Otobiyografik/Biyografik Anlatılar,,,,Yemen San'a,15.348333,44.206389,Gizem Muslukcu,text
hatirat_0579,Kuva-yı Milliye Hatıraları,Kuva-yı Milliye Hatıraları,,1955,Kuva-yı Milliye Hatıraları,DB,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0580,Kuva-yı Milliye Ruhu,Kuva-yı Milliye Ruhu,Samet Ağaoğlu,1962,Kuva-yı Milliye Ruhu,YT I,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),Mustafa Kemal Atatürk;Kuva-yı Milliye komutanları ve gönüllüleri,Kuva-yı Milliye teşkilatları;Türkiye Büyük Millet Meclisi (TBMM),Bakü,40.372974,49.853148,Gizem Muslukcu,text
hatirat_0581,Milli Mücadele'de Halide Onbaşı,Milli Mücadele'de Halide Onbaşı,,1962,Milli Mücadele'de Halide Onbaşı,YT I,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0582,Milli Mücadele ve Hanedan,Milli Mücadele ve Hanedan,,1962,Milli Mücadele ve Hanedan,YT III,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0583,Tarih Huzurunda Prens Sabahattin Bey,Tarih Huzurunda Prens Sabahattin Bey,,1962,Tarih Huzurunda Prens Sabahattin Bey,YT III,,Savaş hatıratları,,,,,,,,Gizem Muslukcu,text
hatirat_0584,Eski İttihatçı Maliye Nazırı Cavit Bey'in Anıları,Eski İttihatçı Maliye Nazırı Cavit Bey'in Anıları,Cavit;Halim Köylü,1971,Eski İttihatçı Maliye Nazırı Cavit Bey'in Anıları,Devrim,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik/Biyografik Anlatılar,,,,Selanik,40.632484,22.941041,Gizem Muslukcu,text
hatirat_0585,"Felaket Günleri, Mütareke Devrinin Feci Tarihi","Felaket Günleri, Mütareke Devrinin Feci Tarihi",Mehmed Cavid Bey;Osman Selim Kocahanoğlu,1944,"Felaket Günleri, Mütareke Devrinin Feci Tarihi",Tanin,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları,Osmanlı Dönemi (19. yy sonu - 1918);Milli Mücadele Dönemi (1919-1923),Mehmed Cavid Bey (Osmanlı maliye nazırı ve İttihat ve Terakki Cemiyeti üyesi);Osmanlı yöneticileri ve işgal kuvvetleri,Osmanlı İmparatorluğu;İttihat ve Terakki Cemiyeti;İşgal kuvvetleri yönetimi,Selanik,40.632484,22.941041,Gizem Muslukcu,text
hatirat_0586,Hatırat,Hatırat,Mehmed Cavid Bey,,Hatırat,T.T.K. Arş.,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Travma Anlatıları;Başarı Anlatıları;Otobiyografik/Biyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),Mehmed Cavid Bey (Osmanlı Devleti'nin son döneminde önemli maliye nazırı);İttihat ve Terakki Cemiyeti liderleri;Mustafa Kemal Atatürk,Osmanlı Maliye Nezareti;İttihat ve Terakki Cemiyeti;Osmanlı Meclis-i Mebusan,Selanik,40.632484,22.941041,Gizem Muslukcu,text
hatirat_0587,Kaçan Düşmanın Bıraktığı Yerler,Kaçan Düşmanın Bıraktığı Yerler,Ali Fuat Cebesoy,1956,Kaçan Düşmanın Bıraktığı Yerler,DB,,,,,,,Üsküdar,41.016667,29.016667,Gizem Muslukcu,text
hatirat_0588,Milli Mücadele Hatıraları,Milli Mücadele Hatıraları,Ali Fuat Cebesoy,1953,Milli Mücadele Hatıraları,Vatan Neşriyatı,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Başarı Anlatıları;Travma Anlatıları;Otobiyografik/Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923),Mustafa Kemal Atatürk;Ali Fuat Cebesoy;İsmet İnönü;Kazım Karabekir,Türkiye Büyük Millet Meclisi (TBMM);Kuva-yı Milliye;Osmanlı ordusu ve milli direniş güçleri,Üsküdar,41.016667,29.016667,Gizem Muslukcu,text
hatirat_0589,Milli Mücadeleyi Hazırlayan Sebepler ve Atatürk,Milli Mücadeleyi Hazırlayan Sebepler ve Atatürk,Ali Fuat Cebesoy,1965,Milli Mücadeleyi Hazırlayan Sebepler ve Atatürk,HTM,,,,,,,Üsküdar,41.016667,29.016667,Gizem Muslukcu,text
hatirat_0590,Moskova Hatıraları (2.11.1920-2.6.1922),Moskova Hatıraları (2.11.1920-2.6.1922),Ali Fuat Cebesoy,1955,Moskova Hatıraları (2.11.1920-2.6.1922),"Vatan Neşriyatı, Vatan Matb.",Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Gezi Hatıratları;Otobiyografik/Biyografik Anlatılar;Günlük Biçimli Hatırat,Milli Mücadele Dönemi (1919-1923),Ali Fuat Cebesoy;Mustafa Kemal Atatürk;Sovyet yetkilileri,Türkiye Büyük Millet Meclisi (TBMM);Sovyetler Birliği hükümeti;Kuva-yı Milliye,Üsküdar,41.016667,29.016667,Gizem Muslukcu,text
