objectid,filename,title,creator,date,description,publisher,subject,subject_2,yontem,period,important_names,important_institutions,place_of_birth,latitude,longitude,veriyi_giren,format
hatirat_0175,Esat Paşa’nın Çanakkale Hatıraları,Esat Paşa’nın Çanakkale Hatıraları,Esat Bülkat,1975,Esat Paşa’nın Çanakkale Hatıraları,Baha Matbaası,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik Anlatılar,,"Esat Paşa,Mustafa Kemal Atatürk,Enver Paşa,Cevat Paşa,Ali İhsan Sabis Paşa,Mehmed VI. Vahdettin","İttihat ve Terakki Cemiyeti,Osmanlı Ordusu,Osmanlı Deniz Kuvvetleri,19.Tümen Komutanlığı,Anafartalar",,,,Duygu Dutlucalı,text
hatirat_0176,Sınıf Arkadaşım Atatürk (Okul ve Genç Subaylık Hatıraları),Sınıf Arkadaşım Atatürk (Okul ve Genç Subaylık Hatıraları),Ali Fuat Cebesoy,1967,Sınıf Arkadaşım Atatürk (Okul ve Genç Subaylık Hatıraları),İnkılâp ve Aka Kitabevleri,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik/Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),"Mustafa Kemal Atatürk,Fevzi Çakmak,İsmet İnönü,Kazım Karabekir,Rauf Orbay,Enver Paşa,Ali Çetinkaya,Hakkı Bey,Ali Fuat Cebesoy","Harp Okulu,Manisa Askerî Rüştiyesi,İttihat ve Terakki Cemiyeti,Türkiye Cumhuriyeti Ordusu",Selanik,406403,229356,Duygu Dutlucalı,text
hatirat_0177,Madalyonun Tersi,Madalyonun Tersi,Celaleddin Paşa,1970,Madalyonun Tersi,Gür Kitabevi,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik/Biyografik Anlatılar,,"Mustafa Kemal Atatürk,Enver Paşa,Fevzi Çakmak,Kazım Karabekir,Rauf Orbay,İsmet İnönü",,,,,Duygu Dutlucalı,text
hatirat_0178,"Hatıralar: İttihat ve Terakki, Birinci Dünya Savaşı Anıları","Hatıralar: İttihat ve Terakki, Birinci Dünya Savaşı Anıları",Cemal Paşa,1977,"Hatıralar: İttihat ve Terakki, Birinci Dünya Savaşı Anıları",Çağdaş Yayınları,Devlet Erkânı ve Asker Hatıratları,"Savaş hatıratları, Önemli tarihi olayları konu edinen hatıratlar",Otobiyografik Anlatılar,,"Cemal Paşa,Enver Paşa,Talat Paşa,Mahmud Şevket Paşa,Şerif Hüseyin","İttihat ve Terakki Cemiyeti,Osmanlı Hükümeti,Bahriye Nezareti,4.Ordu Komutanlığı",Midilli,39216667,26283333,Duygu Dutlucalı,text
hatirat_0179,Hatırat 1913–1922,Hatırat 1913–1922,Cemal Paşa,1922,Hatırat 1913–1922,Ahmed İhsan ve Şürekâsı Matbaası,Devlet Erkânı ve Asker Hatıratları,"Savaş hatıratları, Önemli tarihi olayları konu edinen hatıratlar",Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918);Milli Mücadele Dönemi (1919-1923);Erken Cumhuriyet (1923-1938),"Mahmut Şevket Paşa,Şerif Hüseyin,Morgenthau","İttihat ve Terakki Cemiyeti,Askeri Mahkeme",Midilli,39216667,26283333,Duygu Dutlucalı,text
hatirat_0180,"Siyasi Hatıralar,1908–1913","Siyasi Hatıralar,1908–1913",Cemaleddin Efendi,1978,"Siyasi Hatıralar,1908–1913",Tercüman Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),"Enver Paşa,Talat Paşa,Mustafa Kemal Atatürk,II.Abdülhamit,İsmet İnönü,Kazım Karabekir","Osmanlı Hükümeti,İttihat ve Terakki Cemiyeti,Meclis-i Mebusan,Sadaret",İstanbul,41013611,28955,Duygu Dutlucalı,text
hatirat_0181,II. Meşrutiyetin İlanı ve 31 Mart Hadisesi,II. Meşrutiyetin İlanı ve 31 Mart Hadisesi,Cevat Bey,1985,II. Meşrutiyetin İlanı ve 31 Mart Hadisesi,,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Cumhuriyet Dönemi,"Sultan II. Abdülhamid,Enver Paşa,Talaat Paşa,Damat Ferit Paşa,Mustafa Kemal Atatürk,Kamil Paşa,Mithat Paşa","İttihat ve Terakki Cemiyeti,Meclis-i Mebusan,Askeri okullar,Yıldız Sarayı",İstanbul,41013611,28955,Duygu Dutlucalı,text
hatirat_0182,Elli Yıl Önce Anadolu ve Şark Cephesi Hatıraları,Elli Yıl Önce Anadolu ve Şark Cephesi Hatıraları,Fahri Çakır,1967,Elli Yıl Önce Anadolu ve Şark Cephesi Hatıraları,Çınar Matbaası,,"Önemli tarihi olayları konu edinen hatıratlar , Savaş hatıratları",,,"Mustafa Kemal,Enver Paşa,Cemal Paşa,Ali Fuat Paşa,Fahri Çakır","Osmanlı Ordusu,İttihat ve Terakki Cemiyeti,Alman İttifakı,",,,,Duygu Dutlucalı,text
hatirat_0183,"On Yıllık Savaşın Günlüğü  Balkan, Birinci Dünya ve İstiklal Savaşları","On Yıllık Savaşın Günlüğü  Balkan, Birinci Dünya ve İstiklal Savaşları",İzzeddiin Çalışlar,1997,"On Yıllık Savaşın Günlüğü  Balkan, Birinci Dünya ve İstiklal Savaşları",YKY,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Günlük Biçimli Hatırat,Cumhuriyet Dönemi,"Kazım Karabekir,Mustafa Kemal Atatürk,Cemal Paşa,Rauf Orbay,Ali Fuat Paşa","Osmanlı İmparatorluğu'nun Ordusu,İttihat ve Terakki Cemiyeti,Milli Mücadele Teşkilatları,Ermeni Çeteleri,İtilaf Devletleri (İngiltere, Fransa, Rusya)",Yunanistan,,,Duygu Dutlucalı,text
hatirat_0184,"Kölemen Abdullah Paşa, 1328 Balkan Harbi’nde Şark Ordusu komutanı Abdullah Paşa’nın Hatıratı(İstanbul Üniversitesi Basılmamış Doktora Tezi)","Kölemen Abdullah Paşa, 1328 Balkan Harbi’nde Şark Ordusu komutanı Abdullah Paşa’nın Hatıratı(İstanbul Üniversitesi Basılmamış Doktora Tezi)",Recep Çelik,1991,"Kölemen Abdullah Paşa, 1328 Balkan Harbi’nde Şark Ordusu komutanı Abdullah Paşa’nın Hatıratı(İstanbul Üniversitesi Basılmamış Doktora Tezi)",,,,,,,,,,,Duygu Dutlucalı,text
hatirat_0185,1917 Yılı Hatıra Parçaları,1917 Yılı Hatıra Parçaları,Mustafa Çokay,1937,1917 Yılı Hatıra Parçaları,Yaş Türkistan,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik Anlatılar,I. Dünya Savaşı (1914-1918),"Mustafa Çokay,Seyit Cemaleddin,İsmail Gasprinski,Alimcan İbrahimov,Şeyhülislamlar,","Rus İmparatorluğu,Türkistan Müslümanları Şurası,Buhara Emirliği,Sovyetler Birliği,Tatar ve Kazan Milliyetçi Hareketleri",Akmescit(Kızılorda),44.85,65516667,Duygu Dutlucalı,text
hatirat_0186,"Hatıralarım, Canlı Tarihler (4 cilt)","Hatıralarım, Canlı Tarihler (4 cilt)",Nizamettin Delibaşı,1946,"Hatıralarım, Canlı Tarihler (4 cilt)",Türkiye Yayınevi,Devlet Erkânı ve Asker Hatıratları,"Savaş hatıratları, Önemli tarihi olayları konu edinen hatıratlar",Otobiyografik Anlatılar,,"Nizamettin Delibaşı,Mustafa Kemal Atatürk,Fevzi Çakmak,İsmet İnönü,Ali Fuat Cebesoy,Cemal Paşa,Halide Edib Adıvar","İttihat ve Terakki Cemiyeti,Ankara Hükümeti,Kuvâ-yi Milliye,İtilaf Devletleri,I. Dünya Savaşı",,,,Duygu Dutlucalı,text
hatirat_0187,Memoirs of a Turkish Statesman(1913–1919),Memoirs of a Turkish Statesman(1913–1919),Ahmad Djemal Pahsa,1922,Memoirs of a Turkish Statesman(1913–1919),,Devlet Erkânı ve Asker Hatıratları,"Önemli tarihi olayları konu edinen hatıratlar , Savaş hatıratları",Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),"Ahmed Djemal Paşa,Enver Paşa,Talat Paşa,Mustafa Kemal Atatürk,Vahdettin Sultan,Faisal bin Hüseyin,Leonhard Euler,Wilhelm II","İttihat ve Terakki Cemiyeti,Osmanlı Hükümeti,Alman-Türk İttifakı,",Midilli,39216667,26283333,Duygu Dutlucalı,text
hatirat_0188,İttihat ve Terakki Hatıralarım,İttihat ve Terakki Hatıralarım,Kazım Nami Duru,1957,İttihat ve Terakki Hatıralarım,Sucuoğlu Matbaası,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Cumhuriyet Dönemi,"Cemal Paşa,Talat Paşa,Enver Paşa,Mustafa Kemal Atatürk,Sultan Vahdettin (VI. Mehmet),Tevfik Fikret,Mustafa Fevzi Çakmak,Rıza Nur","İttihat ve Terakki Cemiyeti,Alman-Türk ittifakı,Osmanlı Hükümeti,Hariciye Nezareti,Jandarma Teşkilatı,Osmanlı Ordusu,Yıldız Sarayı",İstanbul,41013611,28955,Duygu Dutlucalı,text
hatirat_0189,Arnavutluk ve Makedonya Hatıralarım,Arnavutluk ve Makedonya Hatıralarım,Kazım Nami Duru,1959,Arnavutluk ve Makedonya Hatıralarım,,Devlet Erkânı ve Asker Hatıratları,"Önemli tarihi olayları konu edinen hatıratlar , Şehir/semt/mekan/yapı odaklı hatıratlar",Otobiyografik Anlatılar,,"Kazım Nami Duru,Enver Paşa, Talat Paşa,Arnavut ve Makedon yerel halkı","İttihat ve Terakki Cemiyeti, ekleee",İstanbul,41013611,28955,Duygu Dutlucalı,text
hatirat_0190,Yeni Osmanlılar Tarihi (3 cilt),Yeni Osmanlılar Tarihi (3 cilt),Ebuzziya Tevfik,1973,Yeni Osmanlılar Tarihi (3 cilt),Kervan Kitapçılık,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,,"Namık Kemal,Ziya Paşa,Ebüzziya Tevfik,II.Abdülhamid,Talat Paşa, Enver Paşa, Cemal Paşa","Divan-ı Hümayun,Darülfünun,Meclis-i Mebusan,İttihat ve Terakki Cemiyeti,Yeni Osmanlılar",Manisa,38749444,28122778,Duygu Dutlucalı,text
hatirat_0191,"Babamın Emanetleri: Ragıp Nurettin Eğe'nin Birinci Cihan Harbi Günlükleri ve Harbin Sonrası Hatıratı, (1915–1919)","Babamın Emanetleri: Ragıp Nurettin Eğe'nin Birinci Cihan Harbi Günlükleri ve Harbin Sonrası Hatıratı, (1915–1919)",Ragıp Nurettin Eğe,2006,"Babamın Emanetleri: Ragıp Nurettin Eğe'nin Birinci Cihan Harbi Günlükleri ve Harbin Sonrası Hatıratı, (1915–1919)",Dergâh Yayınları,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Günlük Biçimli Hatırat;Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),"Ragıp Nurettin Eğe,Enver Paşa, Talat Paşa, Cemal Paşa,Sultan Vahdettin","Alman İmparatorluğu,Kızılay ve Yardım Kurumları,Sadrazamlı,Osmanlı Meclisi Mebusanı,İttihat ve Terakki Cemiyeti",İstanbul,41013611,28955,Duygu Dutlucalı,text
hatirat_0192,Enver Paşa’nın Hatıraları(1881–1908),Enver Paşa’nın Hatıraları(1881–1908),Enver Paşa,1991,Enver Paşa’nın Hatıraları(1881–1908),İletişim Yayınları,Devlet Erkânı ve Asker Hatıratları,"Savaş hatıratları, Önemli tarihi olayları konu edinen hatıratlar",Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),"Enver Paşa,Ziya Gökalp,Talat Paşa,Cemal Paşa,II.Abdülhamit,İsmail Enver Bey’in Ailesi ve Dostları,Ahmed Rıza Bey","İttihat ve Terakki Cemiyeti,Alman İmparatorluğu,Mekteb-i Harbiye,Yıldız Sarayı,Yunan ve Bulgar kuvvetleri",İstanbul,41013611,28955,Duygu Dutlucalı,text
hatirat_0193,Birinci Dünya Harbi’nde Suriye Hatıraları,Birinci Dünya Harbi’nde Suriye Hatıraları,Ali Fuad Erden,2003,Birinci Dünya Harbi’nde Suriye Hatıraları,Türkiye İş Bankası Kültür Yayınları,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),"Ali Fuad (Cebesoy), Enver Paşa,Talat Paşa,Talat Paşa,Liman von Sanders, Şerif Hüseyin,","Askeri hastaneler,İttihat ve Terakki Cemiyeti,Alman  ittifakı, Cemiyet-i İslamiye",,,,Duygu Dutlucalı,text
hatirat_0194,Atatürk’ün Selanik’teki Askerlik Hayatına Ait Hatıralar,Atatürk’ün Selanik’teki Askerlik Hayatına Ait Hatıralar,Behiç Erkin,1958,Atatürk’ün Selanik’teki Askerlik Hayatına Ait Hatıralar,TTK,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik/Biyografik Anlatılar,,"Mustafa Kemal Atatürk,Ali Fethi (Okyar),Enver Paşa, Talat Paşa","Selanik Askeri Rüştiyesi,İstanbul Harp Okulu,Manastır Askeri İdadisi,Selanik Askeri Hastanesi,İttihat ve Terakki",Selanik,406403,229356,Duygu Dutlucalı,text
hatirat_0195,Esat Paşa’nın Çanakkale Anıları,Esat Paşa’nın Çanakkale Anıları,Esat Paşa,1975,Esat Paşa’nın Çanakkale Anıları,Baha Matbaası,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik Anlatılar,,"Esat Paşa,Mustafa Kemal Atatürk,Enver Paşa,Ali İhsan Sıtkı Bey,ir Ian Hamilton, General Birdwood, General Monash","İttihat ve Terakki Cemiyeti,İngiliz ve Fransız Askeri Komutanlıkları,Osman Ordusu",Yunanistan,,,Duygu Dutlucalı,text
hatirat_0196,General Falkenheim’in Hatıratı,General Falkenheim’in Hatıratı,Eric von Falkenheim,1340,General Falkenheim’in Hatıratı,Erkan-ı Harbiye Mektebi Matbaası,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),"Erich von Falkenhayn,II. Wilhelm,Paul von Hindenburg,Erich Ludendorff,General Sir Douglas Haig,General Philippe Pétain,Mustafa Kemal Atatürk,Enver Paşa, Talat Paşa","Alman İmparatorluğu Ordusu,İtilaf Devletleri,Osmanlı Ordusu,Fransız İstihbaratı",Baldowo,54056389,18793056,Duygu Dutlucalı,text
hatirat_0197,Yaşadığımız Günler,Yaşadığımız Günler,Burhan Felek,1974,Yaşadığımız Günler,Milliyet Yayınları,Edebiyat Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Cumhuriyet Dönemi,"Ahmet Haşim,Yakup Kadri Karaosmanoğlu,Halide Edib Adıvar,Ziya Gökalp,Mustafa Kemal Atatürk,Burhan Felek",,Üsküdar,41016667,29016667,Duygu Dutlucalı,text
hatirat_0198,1914–1918 Harbinin Tarihine Yarayacak Hatıralar (2 Cilt),1914–1918 Harbinin Tarihine Yarayacak Hatıralar (2 Cilt),Mareşal Foch,1939,1914–1918 Harbinin Tarihine Yarayacak Hatıralar (2 Cilt),Askeri Matbaası,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),"Mareşal Ferdinand Foch,General Joseph Joffre,General Philippe Pétain,General Douglas Haig,General Ludendorff,Paul von Hindenburg,Woodrow Wilson","Fransız Genel Karargahı,İtilaf Devletleri,Alman Genel Karargahı",Fransa,43.23,0.07,Duygu Dutlucalı,text
hatirat_0199,Hatıralarım,Hatıralarım,Asım Gündüz,1973,Hatıralarım,Kervan Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Cumhuriyet Dönemi,"Mustafa Kemal Atatürk,Enver Paşa, Talat Paşa, Cemal Paşa,","İttihat ve Terakki Cemiyeti, Osmanlı Ordusu, Meclis-i Mebusan,Türkiye Büyük Millet Meclisi (TBMM),Milli Eğitim Bakanlığı, Türk Dil Kurumu",Kütahya,39416667,29983333,Duygu Dutlucalı,text
hatirat_0200,Goltz Paşa'nın Hatıratı,Goltz Paşa'nın Hatıratı,Comlar von Der Goltz,1932,Goltz Paşa'nın Hatıratı,Askeri Matbaası,Devlet Erkânı ve Asker Hatıratları,"Savaş hatıratları, Önemli tarihi olayları konu edinen hatıratlar",Otobiyografik Anlatılar,Cumhuriyet Dönemi,"Enver Paşa,Mustafa Kemal Atatürk,Cemal Paşa,Talat Paşa,Goltz Paşa","İttihat ve Terakki Cemiyeti, detaylı bak","Ivanovka, Rusya",54777778,21.15,Duygu Dutlucalı,text
hatirat_0201,Twenty five years (1892–1916),Twenty five years (1892–1916),Edward Grey,1925,Twenty five years (1892–1916),,Devlet Erkânı ve Asker Hatıratları,"Savaş hatıratları, Önemli tarihi olayları konu edinen hatıratlar",Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),"Enver Paşa, Talat Paşa,Cemal Paşa,Rusya Çarı II. Nikolay,II. Wilhelm","İngiltere Dışişleri Bakanlığı,Üçlü İtilaf,Avusturya-Macaristan İmparatorluğu,Alman İmparatorluğu,Rusya İmparatorluğu,İttihat ve Terakki Cemiyeti",Londra,51.5,-0.1275,Duygu Dutlucalı,text
hatirat_0202,Bir Askerin Günlüğünden Çanakkale Cephesi’nden Filistin’e,Bir Askerin Günlüğünden Çanakkale Cephesi’nden Filistin’e,Şerif Güralp,1923,Bir Askerin Günlüğünden Çanakkale Cephesi’nden Filistin’e,Güncel Yayıncılık,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Günlük Biçimli Hatırat,Cumhuriyet Dönemi,"Şerif Güralp,Mustafa Kemal Atatürk,Enver Paşa,General Liman von Sanders,General Allenby, Sir Ian Hamilton","Hilal-i Ahmer,İngiliz ve Fransız Askerî Karargâhları, BAKK",İstanbul,41013611,28955,Duygu Dutlucalı,text
hatirat_0203,İttihat ve Terakki’den Cumhuriyet’e Bitmeyen Savaş-Kutü’l- Amare Kahramanı Halil Paşa’nın Anıları,İttihat ve Terakki’den Cumhuriyet’e Bitmeyen Savaş-Kutü’l- Amare Kahramanı Halil Paşa’nın Anıları,Halil Paşa,1972,İttihat ve Terakki’den Cumhuriyet’e Bitmeyen Savaş-Kutü’l- Amare Kahramanı Halil Paşa’nın Anıları,Yedigün Yayınları,Devlet Erkânı ve Asker Hatıratları,"Savaş hatıratları, Önemli tarihi olayları konu edinen hatıratlar",Otobiyografik Anlatılar,Cumhuriyet Dönemi,"Halil Paşa,Mustafa Kemal Atatürk,Enver Paşa,Talat Paşa,General Townshend,General Liman von Sanders,","İttihat ve Terakki Cemiyeti,Osmanlı Ordusu,",İstanbul,41013611,28955,Duygu Dutlucalı,text
hatirat_0204,Şeyhülislam Merhum Cemaleddin Efendi Hazretlerinin Hatırat-ı Siysasiyyesi,Şeyhülislam Merhum Cemaleddin Efendi Hazretlerinin Hatırat-ı Siysasiyyesi,Halilefendizade Cemaleddin Efendi,1336,Şeyhülislam Merhum Cemaleddin Efendi Hazretlerinin Hatırat-ı Siysasiyyesi,,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Cumhuriyet Dönemi,"Halilefendizade Cemaleddin Efendi,II. Abdülhamid,Talat Paşa, Enver Paşa, ve Cemal Paşa,Mustafa Kemal Atatürk","Meclis-i Mebusan,Divan-ı Hümayun,Yıldız Sarayı,İttihat ve Terakki,Camiler, Medreseler,Şeyhülislamlık Makamı",İstanbul,41013611,28955,Duygu Dutlucalı,text
hatirat_0205,Old Diplomacy,Old Diplomacy,Charles Hardinge,1947,Old Diplomacy,,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918);Cumhuriyet Dönemi,"Kraliçe Victoria,II. Wilhelm,Bismarck, EKLE","Westminster Sarayı,Versay Sarayı,",Londra,51.5,0.116667,Duygu Dutlucalı,text
hatirat_0206,Doğmayan Hürriyet,Doğmayan Hürriyet,Hasan Vasfi Kıztaşı,1989,Doğmayan Hürriyet,Akım Yayınları,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918);Cumhuriyet Dönemi,"II. Abdülhamid,Enver Paşa, Talat Paşa, Cemal Paşa,Yusuf Akçura,","İttihat ve Terakki Cemiyeti,Osmanlı Hükümeti,Meclis-i Mebusan,Hürriyet ve İtilaf Fırkası,Yıldız Sarayı",,,,Duygu Dutlucalı,text
hatirat_0207,Hatırat,Hatırat,Hasan Rami Paşa,1908,Hatırat,Artin Asadoryan Matbaası,Devlet Erkânı ve Asker Hatıratları,Önemli tarihi olayları konu edinen hatıratlar,,,"II. Abdülhamid,Hasan Rami Paşa","Yıldız Sarayı,İttihat ve Terakki Cemiyeti,Meclis-i Mebusan,Topkapı Sarayı",Selanik,406403,22.9356,Duygu Dutlucalı,text
hatirat_0208,Doktor Hüseyin Hüsnü Bey'in Not Defterinden Trablusgarp Savaşı,Doktor Hüseyin Hüsnü Bey'in Not Defterinden Trablusgarp Savaşı,Hüseyin Hüsnü Bey,1988,Doktor Hüseyin Hüsnü Bey'in Not Defterinden Trablusgarp Savaşı,,Beyaz Yakalı Hatıratları,Savaş hatıratları,Otobiyografik Anlatılar,Osmanlı Dönemi (19. yy sonu - 1918),,"Osmanlı Ordusu,İttihat ve Terakki Cemiyeti,",İstanbul,41013611,28955,Duygu Dutlucalı,text
hatirat_0209,Türkiye İnkılabının İçyüzü,Türkiye İnkılabının İçyüzü,Mevlanzade Rıfat,1993,Türkiye İnkılabının İçyüzü,Pınar Yayınları,Edebiyat Hatıratları,Siyasi Konulu Hatıratlar,,I. Dünya Savaşı (1914-1918),Mustafa Kemal Atatürk;İttihat ve Terakki Üyeleri,Türk ordusu;çeşitli siyasi gruplar,İstanbul,41013611,28.955,Dilara Nur Çetin,text
hatirat_0210,Birinci İnönü Muharebesinin İçyüzü,Birinci İnönü Muharebesinin İçyüzü,Ahmed Midillili,1930,Birinci İnönü Muharebesinin İçyüzü,Büyük Erkan-ı Harbiye Reisliği Matbaası,Edebiyat Hatıratları,Savaş hatıratları,,Milli Mücadele Dönemi (1919-1923),İsmet İnönü;Mustafa Kemal Atatürk,Türkiye Büyük Millet Meclis;Türk ordusu,,,,Dilara Nur Çetin,text
hatirat_0211,Zalimler Divan-ı Harbi Huzurunda,Zalimler Divan-ı Harbi Huzurunda,Kerim Milar,1956,Zalimler Divan-ı Harbi Huzurunda,DB dergisi,Edebiyat Hatıratları,Suçlu hatıratları,,,zalimler;Adalet mekanizmaları,mahkemeler;adalet sistemleri,,,,Dilara Nur Çetin,text
hatirat_0212,Mütarekede İzmir Olayları,Mütarekede İzmir Olayları,Nail Moralı,1973,Mütarekede İzmir Olayları,Türk Tarih Kurumu,Edebiyat Hatıratları,Savaş hatıratları,Travma Anlatıları,Milli Mücadele Dönemi (1919-1923),İzmir halkı,Osmanlı hükümeti;işgal kuvvetleri,,,,Dilara Nur Çetin,text
hatirat_0213,Hamdullah Suphi ve Türk Ocakları,Hamdullah Suphi ve Türk Ocakları,Seniha Sami Moralı,1969,Hamdullah Suphi ve Türk Ocakları,HTM dergisi,Edebiyat Hatıratları,Şehir;semt;mekan;yapı odaklı hatıratlar,,Osmanlı Dönemi (19. yy sonu - 1918);Erken Cumhuriyet (1923-1938),Hamdullah Suphi Tanrıöver,Türk Ocakları,İstanbul,41013611,28.955,Dilara Nur Çetin,text
hatirat_0214,Speaking of the Turks,Speaking of the Turks,K. Ziya Mufty-Zade,1922,Speaking of the Turks,Duffield and Co.,Edebiyat Hatıratları,Sosyo-kültürel yaşamı konu edinen hatıratlar,Gezi Hatıratları,Osmanlı Dönemi (19. yy sonu - 1918),Osmanlı aristokratları;Yabancı gözlemciler,Osmanlı İmparatorluğu'nun son dönemindeki sosyal yapılar ön plandadır,,,,Dilara Nur Çetin,text
hatirat_0215,Arpaç Sakarlar Baskını ve 5 Nisan Töreni,Arpaç Sakarlar Baskını ve 5 Nisan Töreni,Fikri Mutlu,1964,Arpaç Sakarlar Baskını ve 5 Nisan Töreni,KM dergisi,Edebiyat Hatıratları,Savaş hatıratları,,Milli Mücadele Dönemi (1919-1923),Süleyman Fikri Bey;Yerel direniş liderleri,Türk Kuvayı Milliye birlikleri,Mersin,36794444,34627222,Dilara Nur Çetin,text
hatirat_0216,Kuva-i Milliye Öncülerinin Erçel'de Karşılanışları,Kuva-i Milliye Öncülerinin Erçel'de Karşılanışları,Fikri Mutlu,1964,Kuva-i Milliye Öncülerinin Erçel'de Karşılanışları,KM dergisi,,Savaş hatıratları,,Milli Mücadele Dönemi (1919-1923),Kuvayı Milliye önderleri,Erçel halkı;Kuvayı Milliye birlikleri,,,,Dilara Nur Çetin,text
hatirat_0217,Mücahitleri Tanıyalım: Ali Rıza Borkurt,Mücahitleri Tanıyalım: Ali Rıza Borkurt,Fikri Mutlu,1964,Mücahitleri Tanıyalım: Ali Rıza Borkurt,KM dergisi,Devlet Erkânı ve Asker Hatıratları,Devlet Erkânı ve Asker Hatıratları,Otobiyografik Anlatılar;Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923),Ali Rıza Borkurt,Kuvayı Milliye,,,,Dilara Nur Çetin,text
hatirat_0218,Mücahitleri Tanıyalım: Bütün Kahramanlığı ve Gerçek Hüvviyetiyle Kozanlı Mustafa Nail,Mücahitleri Tanıyalım: Bütün Kahramanlığı ve Gerçek Hüvviyetiyle Kozanlı Mustafa Nail,Fikri Mutlu,1964,Mücahitleri Tanıyalım: Bütün Kahramanlığı ve Gerçek Hüvviyetiyle Kozanlı Mustafa Nail,KM dergisi,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik Anlatılar;Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923),Kozanlı Mustafa Nail,Kuvayı Milliye,,36983333,35316667,Dilara Nur Çetin,text
hatirat_0219,Mücahitlerimizi Tanıyalım: Takiddin Sanlı,Mücahitlerimizi Tanıyalım: Takiddin Sanlı,Fikri Mutlu,1964,Mücahitlerimizi Tanıyalım: Takiddin Sanlı,KM dergisi,Devlet Erkânı ve Asker Hatıratları,Savaş hatıratları,Otobiyografik/Biyografik Anlatılar,Milli Mücadele Dönemi (1919-1923),Takiddin Sanlı,Kuvayı Milliye,Mersin,36794444,34627222,Dilara Nur Çetin,text
hatirat_0220,Milli Mücadele (Denizli Heyet-i Milliyesi),Milli Mücadele (Denizli Heyet-i Milliyesi),Lütfü Müftüler,1947,Milli Mücadele (Denizli Heyet-i Milliyesi),Türkdili Basımevi,Beyaz Yakalı Hatıratları;Edebiyat Hatıratları,Savaş hatıratları,,Milli Mücadele Dönemi (1919-1923),Denizli Heyet-i Milliyesi üyeleri;Mustafa Kemal Atatürk,Türkiye Büyük Millet Meclisi;yerel direniş grupları,Denizli,37743333,29291389,Dilara Nur Çetin,text
hatirat_0221,İstiklal Savaşında İkinci Kolordu,İstiklal Savaşında İkinci Kolordu,Mümtaz Ulusoy,1935,İstiklal Savaşında İkinci Kolordu,Askeri Matbaa,,Savaş hatıratları,,Milli Mücadele Dönemi (1919-1923),Mümtaz Ulusoy,Fransız kuvvetleri,,,,Dilara Nur Çetin,text
